,start,end,id,tag_type_id,tag_type_speech,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,path,text,base_polarity,main_emotion_class,tag_type,Drama
718,156643,157059,CATMA_7E7486DF-7CDE-497C-BBD2-BEA105CFA146,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"So halb und halb hat er's wohl getan. Er mochte etwan denken, daß Herr Damis ein Auge
              auf dich geworfen hätte, und daß dir's lieber sein würde, einen Mann mit vielem Gelde
              zu nehmen. Ich war anfangs etwas unwillig auf ihn; aber er hat mich schon wieder
              gutgemacht. Man kann sich ja wohl übereilen, wenn man nur wieder zu sich selber kömmt.
              Da kommen sie alle.
",positiv,Emotionen der Zuneigung,Liebe,ZaertlichenSchwestern
720,157140,157576,CATMA_D365D4A8-363E-42F5-9723-9F6677E42385,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Endlich erlebe ich die Freude, die ich mir lange gewünscht habe. Ich will Sie, meine
              Herren, mit keiner weitläuftigen Rede aufhalten. Die Absicht unserer Zusammenkunft ist
              Ihnen allerseits bekannt. Kurz, meine lieben Töchter, ich erteile euch meinen
              väterlichen Segen und meine Einwilligung. Er sieht Lottchen weinen.

              Weine nicht, Lottchen, du machst mich sonst auch weichmütig.
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
722,157587,157723,CATMA_87B28046-6107-4904-AD14-3F8BF0959AF0,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Meine Tränen sind Tränen der Liebe. Ich habe also Ihre Einwilligung zu meiner Wahl?
              Ich danke Ihnen recht kindlich dafür.
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
723,157730,157743,CATMA_10B55A4E-96DA-4D5F-B7E7-7E8D0A8ADC04,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.947+0200,-11957866.0,/TEI/text/body/div/div/sp/stage,"zu Lottchen.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
724,157743,157790,CATMA_E66770D7-F17F-45BB-AE3C-AF039E279205,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Aber, meine liebe Mamsell, Sie wollen ... Wie?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
725,157798,157848,CATMA_A66D6193-3DE1-4155-90DF-808AEB6E2CA8,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ach, liebste Jungfer Schwester, ich bitte Sie ...
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
726,157859,158052,CATMA_FBA85306-BC7E-4743-BEDC-30F5D545885C,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Was bitten Sie? Wollen Sie Julchen von meinen Händen empfangen? Sie führt sie
                zu ihm.
 Hier ist sie. Ich stifte die glücklichste Liebe. Und Sie, Herr
              Siegmund ...
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
729,158180,158842,CATMA_779A9C35-36EB-4779-A70B-C27F366B40BF,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Unwürdiger! Mein Vermögen kann ich Ihnen schenken; aber nicht mein Herz. Bitten Sie
              meinem Vater und der übrigen Gesellschaft, die Sie in mir beleidiget haben, Ihre
              begangene Niederträchtigkeit ab. Ich habe sie Ihnen schon vergeben, ohne mich zu
              bekümmern, ob Sie diese Vergebung verdienen. Zum Vormunde.
 Und Ihnen,
              mein Herr, küsse ich die Hand für Ihre  Aufrichtigkeit. Wenn ich jemals
              mich wieder zur Liebe entschließe: so haben Sie das erste Recht auf mein Herz.
                Zu Siegmunden.
 Sie aber werden so billig sein und, ohne sich zu
              verantworten, uns verlassen.
",positiv,Emotionen der Zuneigung,Verehrung,ZaertlichenSchwestern
732,158853,158906,CATMA_9E2C4C8D-01B6-4A93-B492-8BAE3218F6B0,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Recht gern. Indem er geht.
 Verflucht ist die Liebe!
",negativ,Emotionen der Ablehnung,Abscheu,ZaertlichenSchwestern
734,158914,158967,CATMA_47346D50-CDCE-40E6-8FAE-425C839E0034,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Nicht die Liebe, nur die Untreue. Dies ist ihr Lohn.
",positiv,Emotionen der Freude,Schadenfreude,ZaertlichenSchwestern
737,159163,159261,CATMA_E1EDCAB0-3D4E-4F8C-80BE-9F57A6962B0D,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Lottchen, was machst du? Ich bin alles zufrieden. Du hast ja mehr Einsicht als
              ich.
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
738,159271,159439,CATMA_41564479-8EEA-4BB1-BB09-1A23B0501F42,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"O liebe Schwester, wie groß ist dein Herz! Gott weiß es, daß ich keine Schuld an
              seinem Verbrechen habe. O wenn ich dich doch so glücklich sähe als mich!
",negativ,Emotionen des Leids,Mitleid,ZaertlichenSchwestern
739,159454,159722,CATMA_81CDB3CA-6535-49CA-8BEC-8D3138328549,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich bin ruhig, daß ich das Laster durch mich entdeckt und durch sich selbst bestraft
              sehe. So geht es. Wenn man nicht strenge gegen sich selbst ist: so rächen sich unsere
              Ausschweifungen für die Nachsicht, die wir mit unsern Fehlern haben.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ZaertlichenSchwestern
740,159729,159742,CATMA_44B3B688-64C2-4A29-A726-5EAC64ABF1A1,CATMA_0BFE6797-3032-4E2B-A307-5161323EA0A9,stage,thomasSchmidt,2021-04-19T16:32:25.947+0200,-11957866.0,/TEI/text/body/div/div/sp/stage,"zu Lottchen.
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
741,159742,160082,CATMA_6EC85965-0512-475F-8F84-EE1F397488B4,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"Ich, meine Freundin, würde das Recht, das Sie mir künftig auf Ihr Herz erteilet
              haben, heute noch behaupten, wenn ich Ihnen nicht schon das Wort gegeben hätte, an
              dieses Glück niemals zu denken. Ich bin belohnt genug, daß Sie mich Ihrer nicht für
              unwürdig halten, und daß der Untreue bestraft ist.
",positiv,Emotionen der Freude,Freude,ZaertlichenSchwestern
742,160093,160354,CATMA_05D99AE9-AE4B-4B03-9F47-04D5AC841812,CATMA_425B3F5A-7976-4CC3-8CC9-8AB3AE406EE6,p,thomasSchmidt,2021-04-19T16:32:25.947+0200,-2598345.0,/TEI/text/body/div/div/sp/p,"O Himmel! laß es dem Betrüger nicht übelgehen. Wie redlich habe ich ihn geliebt, und
              wie unglücklich bin ich durch die Liebe geworden! Doch nicht die Liebe, die Torheit
              des Liebhabers hat mich unglücklich gemacht. Bedauren Sie mich.
",negativ,Emotionen des Leids,Leid,ZaertlichenSchwestern
2,1473,1620,CATMA_1749DB86-D4EF-42A4-8C51-E67DFA9BA6CF,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.562+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Ach, liebe Schwester! wenn doch nur heute unsrer Frau Muhme keine Verhinderung in den
              Weg käme; daß sie das Testament machen könnte!
",positiv,Emotionen der Freude,Freude,Testament
3,1640,1656,CATMA_3F4D4F67-09C6-42C5-91C2-BB8E358AC6A3,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.562+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Warum denn das?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
5,1840,1947,CATMA_CCCE0A90-DE1B-46F3-9EA5-FD3E505FA712,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.562+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Je! unsertwegen mag sie es heute oder über zehn Jahre machen! Hast du denn eine Not
              bei ihr?
",negativ,Emotionen des Leids,Mitleid,Testament
8,2034,2254,CATMA_35E3E88E-E43F-47F8-B3E1-B5B84124C146,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.562+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Nun; mich dünkt, solange wir noch bei einer Muhme im Hause sind, wo wir weder dursten
              noch hungern, noch elend gekleidet gehen dörfen: so hätten wir keine Ursache, an ihr
              Testament zu denken.
",positiv,Emotionen der Zuneigung,Verehrung,Testament
11,2324,2707,CATMA_FC2A5F20-DEF9-482B-A7DD-A2CEE05547BC,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.562+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Es wird nicht eine jede Schwester ihrer Schwester Kinder so liebreich verpflegen, als
              es uns hier geschieht. Zwar die Frau Oberstin ist ein wenig wunderlich. Das kömmt aber
              davon her, daß sie meint, vor einer reichen Frau müssen alle die, die von ihr einmal
              was zu hoffen haben, ihre gesunde Vernunft verleugnen: weil sie sie enterben kann.
",positiv,Emotionen der Zuneigung,Verehrung,Testament
13,2807,2826,CATMA_A5065EA5-74E7-455C-9516-A597427E9872,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Wie? Was sagst du?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
14,2844,2963,CATMA_3AAA348C-A07B-42C9-86C3-29E0D3E9CFF8,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Ja, ja! wer reich ist und andere Leute glücklich machen kann, vor dem müssen sich die
              anderen schmiegen.
",positiv,Emotionen der Freude,Freude,Testament
15,2983,3107,CATMA_1B7959B6-C651-4E9E-BD8A-E40E72034179,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Andere Leute glücklich machen kann? Je! wer ist denn hier im Hause wohl glücklicher,
              die Frau Muhme oder wir?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
17,3206,3217,CATMA_5331782D-97F3-4415-9AA7-D8E314481169,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"spöttisch.
",negativ,Emotionen der Ablehnung,Abscheu,Testament
18,3217,3344,CATMA_02F1259D-A5F6-4B1D-9267-9441D1FBC716,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Du darfst eben nicht wir sagen. Es gibt noch Leute im Hause, die auch ohne dies
              Testament zufrieden sein können.
",negativ,Emotionen der Ablehnung,Abscheu,Testament
19,3361,3371,CATMA_CA1A52C4-966C-4228-88E0-8813972A4932,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"höhnisch.
",positiv,Emotionen der Freude,Schadenfreude,Testament
20,3371,3441,CATMA_B141CB57-502C-42CA-974E-9170F390EB7B,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Willst du mir deinen Anteil auf der Oberstin ihre Erbschaft schenken?
",positiv,Emotionen der Freude,Schadenfreude,Testament
21,3460,3469,CATMA_D0995087-301B-41D1-AD2D-EA0887A4DA94,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"lachend.
",positiv,Emotionen der Freude,Freude,Testament
22,3469,3598,CATMA_7E4F1DAA-05A0-42A0-BF1E-C2FA8C9879CD,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"O herzlich gern! Mir wäre aber mit solchen Geschenken wenig gedient, die der, der sie
              gibt, noch selber nicht hat.
",positiv,Emotionen der Freude,Freude,Testament
23,3616,3732,CATMA_C41BD4AE-7CC3-4AC7-BB1F-5459F33592FC,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Selber nicht hat? Wie? ist sie nicht unsrer Mutter Schwester? und sind wir nicht ihre
              nächsten Erben?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
26,4043,4261,CATMA_AE30046C-2A44-4F0A-BE89-6D8299FD15DF,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Nein, sie täte viel besser, sie ließe es ihrer Schwester, der es von Rechts wegen
              zukömmt, als daß sie es jungen, leichtsinnigen Leuten gibt, die ihr Glück selbst in
              der Welt suchen sollen.
",negativ,Emotionen der Ablehnung,Abscheu,Testament
27,4279,4410,CATMA_4F8451AD-8823-426F-BE1C-C1FB3A7D99A6,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Ihr Glück selbst suchen! Je, wo wollte ich einen Mann bekommen, wofern mich die Frau
              Muhme nicht zur Erbin einsetzt?
",negativ,Emotionen der Angst,Verzweiflung,Testament
28,4429,4438,CATMA_8B774C81-CBBE-4DC4-BA99-371FC30647D7,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"lachend.
",positiv,Emotionen der Freude,Freude,Testament
29,4438,4482,CATMA_A665FF5D-703F-4DFE-AD0C-A71855D579D6,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Mußt du denn so notwendig einen Mann haben?
",positiv,Emotionen der Freude,Freude,Testament
30,4500,4577,CATMA_3617876B-9FF1-4776-B374-6CE49A62CAF8,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Wenn mich das ein andrer fragte, so wüßte ich, was ich ihm antworten wollte!
",negativ,Emotionen der Ablehnung,Ärger,Testament
31,4597,4715,CATMA_57ADBCD9-C2EB-4446-9A0F-D3B5E93CEEDE,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Und zwar einen Mann, der dich nur deines Geldes wegen nimmt?
                Spöttisch.
 Dazu bist du doch zu schade!
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
33,4733,4799,CATMA_E3288F01-6904-4B1C-8B4D-8A002C48FDFB,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Meinethalben! wer eine alte Jungfer werden will, der kann es tun.
",negativ,Emotionen der Ablehnung,Ärger,Testament
34,4818,4828,CATMA_5124C87D-C026-464C-93B9-2F91FB92C4F5,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"lächelnd.
",positiv,Emotionen der Freude,Freude,Testament
35,4828,4888,CATMA_87FAA9C3-FAEC-43D1-B1C6-A6B23341D393,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Nein, das können wir nicht werden: denn wir sind Fräuleins.
",positiv,Emotionen der Freude,Freude,Testament
36,4905,4915,CATMA_68149412-E61F-4D17-9583-8008EBF3BE18,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"höhnisch.
",negativ,Emotionen der Ablehnung,Ärger,Testament
37,4915,5024,CATMA_D4885CF8-4115-41F1-A9F2-F3FE5F342662,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Je nun! ich meinte, wer keinen Mann zu kriegen wüßte. Der Unterschied wird zu groß
              nicht sein!
",negativ,Emotionen der Ablehnung,Ärger,Testament
39,5261,5409,CATMA_CDE43354-A5D0-469E-81ED-D3478E820FDE,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.563+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Das liegt am Tage. Ich weiß, wie ich von Freiern und Werbern gequälet werde!
                Sie seufzt.
 Ich sehe aber keine, der es auch so geht?
",negativ,Emotionen des Leids,Leid,Testament
40,5354,5366,CATMA_0CD381BD-6FD4-42EE-8E21-2DBF8CAF5C1B,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.563+0200,-6818944.0,/TEI/text/body/div/div/sp/p/stage,"Sie seufzt.
",negativ,Emotionen des Leids,Leid,Testament
41,5429,5542,CATMA_E6C898EA-A758-4C57-A085-C5DA6EDDC758,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Ja, das glaube ich wohl! Denn wer dich nur einmal ansieht, der ist gleich dein
              Freier. Sie lacht.

",positiv,Emotionen der Freude,Freude,Testament
42,5530,5541,CATMA_FADFAEDF-07C6-41E6-A5C1-94BAF415DE95,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.564+0200,-6818944.0,/TEI/text/body/div/div/sp/p/stage,"Sie lacht.
",positiv,Emotionen der Freude,Freude,Testament
43,5560,5638,CATMA_F81F93AF-5C6E-4D50-947B-F6A7F0698958,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Ja, ja, lache nur! der Berghauptmann hat mich nur noch gestern grüßen lassen.
",positiv,Emotionen der Freude,Freude,Testament
44,5658,5706,CATMA_3170AAC0-B801-47C0-9916-4359EB69295A,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Der Berghauptmann von Quarzdorf? und durch wen?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
46,5841,5911,CATMA_6467ED46-927D-4805-90AE-8A4196478F69,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Wie? untersteht sich denn die alte Hexe, solche Gewerbe zu bestellen?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
48,6062,6201,CATMA_DB92711A-B127-4F30-B13C-114C44E617FD,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Wie kannst du das aber sagen? Er war ja bloß gekommen, mit der Oberstin wegen des
              neuen Grubenbaues die Sachen einzurichten?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Testament
49,6219,6337,CATMA_77C6DDBE-9563-45F5-9C6A-13135EAE0891,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Nun, er hat mir's doch gesagt! Höhnisch.
 Hätte er dir's nur gesagt: so
              würdest du es ihm wohl glauben.
",negativ,Emotionen der Ablehnung,Ärger,Testament
50,6250,6260,CATMA_519A244B-AFC3-4AC0-9F40-05CE18DDE22C,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.564+0200,-6818944.0,/TEI/text/body/div/div/sp/p/stage,"Höhnisch.
",negativ,Emotionen der Ablehnung,Ärger,Testament
54,6651,6947,CATMA_403F3B13-1F33-4D90-A37F-B9CB12F97DAA,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Zum mindesten glaubte ich ihm nicht eher, daß er bloß meinetwegen herkäme, als bis er
              alle Tage wieder hier wäre. Der Berghauptmann aber war den Tag in seinem Leben zum
              erstenmal hier und ist auch seit der Zeit in zween Monaten nicht wieder
              hergekommen.
",positiv,Emotionen der Freude,Schadenfreude,Testament
56,7060,7071,CATMA_F2D6F742-7A91-4FB6-87AF-438E9448737E,CATMA_2906E273-E21A-40EC-B30E-C1E0F6EE6314,stage,thomasSchmidt,2021-04-19T16:21:43.564+0200,-6818944.0,/TEI/text/body/div/div/sp/stage,"ernsthaft.
",negativ,Emotionen des Leids,Mitleid,Testament
57,7071,7190,CATMA_08830BF2-F7DC-405E-BDBD-6AA9AB705020,CATMA_530F2436-963B-4AA4-B26A-DACDC63EC502,p,thomasSchmidt,2021-04-19T16:21:43.564+0200,-1548976.0,/TEI/text/body/div/div/sp/p,"Aber, Amalie, schämst du dich nicht, dein Herz gegen solche alte Weiber
              auszuschütten? Was wird doch ...
",negativ,Emotionen des Leids,Mitleid,Testament
